tokens,onerilen_konular
"['böyle', 'aptal', 'uygulama', 'operatör', 'görmedim', 'hediyeyi', 'bile', 'parayla', 'veriyolar', 'vodafon', 'i̇yi̇']","g, o, b, h, a"
"['paycelli', 'kullandığım', 'günden', 'beri', 'allah', 'belami', 'verdi', 'kart', 'geçmiyor', 'tam', 'kasaya', 'geliyorsun', 'sistem', 'gidiyor', 'onay', 'vermiyor', 'bakiye', 'varken', 'yetersiz', 'diyor', 'türlü', 'cebinizden', 'ödüyorsunuz', 'gereksiz', 'bence']","ö, c, ö, k, v"
['iyi'],i
"['düzenli', 'olarak', 'kullanım', 'yaptığım', 'hazır', 'limitim', 'tanımlanmadı', 'aradım', 'tanımlanmadı', 'kullanım', 'yapamazsınız', 'dendi', 'gerekçe', 'göstermeye', 'tenezzül', 'bile', 'edilmedi', 'son', 'ayda', 'karantina', 'olduğum', 'faturamı', 'gün', 'gecikmeli', 'olarak', 'ödeyebildim', 'sebebi', 'olabilir', 'sordum', 'bilemeyiz', 'diyorlar', 'bilir', 'onunla', 'görüşmek', 'istiyorum', 'diyorum', 'yetkili', 'kişi', 'benim', 'diyor', 'zaman', 'yardımcı', 'diyorum', 'yapabilecek', 'bir', 'yok', 'diyor', 'sefer', 'mail', 'attım', 'kopyala', 'yapıştır', 'hazır', 'cevap']","l, k, t, o, k"
"['bugün', 'birine', 'para', 'attım', 'atarken', 'işleminizi', 'gerçekleştiremiyoruz', 'dedi', 'atmadı', 'bana', 'mesaj', 'geldi', 'gitti', 'dedi', 'karta', 'baktım', 'yok', 'faturamada', 'kesmişsiniz', 'parayı', 'yazıklar', 'olsun']","f, k, p, y, p"
"['benim', 'paycell', 'puanım', 'var', 'hediye', 'alamıyorum', 'buna', 'bir', 'çözüm', 'bulsanız', 'iyi', 'olur']","h, a, v, a, b"
"['aralık', 'günü', 'saçma', 'sapan', 'işleminizi', 'gerçekleştiremiyoruz', 'hatası', 'vermeye', 'başladı', 'alış', 'veriş', 'yapıcam', 'yapamıyorum', 'düzeltilirse', 'iyi', 'olur', 'yoksa', 'başka', 'kart', 'ageçicem']","g, h, y, h, i"
"['sizin', 'güvenlik', 'anlayışınız', 'yanlış', 'denemede', 'hesabı', 'dondurup', 'tekrar', 'girmek', 'istediğimdede', 'bozuk', 'butonla', 'beni', 'oyalamakmı', 'i̇nsanların', 'vaktini', 'çalıyorsunuz', 'saçma', 'sistemi', 'düzeltin', 'zaten', 'posta', 'telefon', 'vsvs', 'bilgilerim', 'kayıtlıne', 'sırf', 'gösteriş', 'olsun', 'saçma', 'güvenlik', 'şeyleri', 'getiriyorsunuz']","s, s, g, h, v"
"['böyle', 'saçma', 'olmaz']","s, b, o, s, b"
"['puan', 'verilip', 'güzel', 'yorumlar', 'söyleniyor', 'anlamıyorum', 'doğrusu', 'pek', 'bir', 'işe', 'yaradığı', 'yok', 'zaten', 'turkcell', 'adam', 'akıllı', 'musteri', 'memnuniyetini', 'sağlasa', 'iyi', 'olacak', 'salladan', 'seferinde', 'veriyor', 'işe', 'yaramıyor', 'oda', 'kısıtlı', 'zaman', 'kullanım', 'alanı', 'yok', 'sürekli', 'hüznü', 'ugratmayin', 'azcık', 'musteri', 'memnuniyeti', 'bile', 'zor', 'hakediyorsun', 'turkcell', 'sadece', 'faturalı', 'hat', 'varsın', 'herhalde', 'oda', 'çelişkili', 'saçma', 'sapan', 'uygulamalar', 'çıkartıp', 'insanları', 'hale', 'dusuruyorsuniz', 'anlamıyorum']","s, d, ç, z, b"
"['nolur', 'kullanmayın', 'paranız', 'buharlaşır', 'muhattap', 'bulamassınız', 'karşınızda', 'ben', 'ömrümde', 'böyle', 'beceriksiz', 'bir', 'firma', 'görmedim']","k, f, p, b, p"
"['uygulama', 'kilitlemis', 'durumda', 'calismiyorkullanamiyorum', 'abinelik', 'ücreti', 'aliyor', 'haram', 'olsun']","k, d, u, h, c"
"['arkadaş', 'davet', 'ettme', 'sınırını', 'kaldirsaniz', 'güzel', 'olur', 'böyle', 'güzel', 'değil']","a, d, a, g, s"
"['uygulamaya', 'girişimde', 'yavaş', 'giriyor', 'böyle', 'bir', 'firmanın', 'böyle', 'uygulaması', 'olmamalı', 'rezillik', 'diz', 'boyu']","g, y, y, b, f"
['iyi'],i
"['yeni', 'indiriyorsanız', 'bulaşmayın', 'gündür', 'ödemenin', 'hesabıma', 'yatmasını', 'bekliyorum', 'ödememi', 'aldığım', 'hesabımı', 'sileceğim', 'turkcellden', 'sözleşmem', 'biter', 'bitmez', 'ayrılacağım', 'rezalet', 'bir', 'sistemleri', 'var', 'müşteri', 'hizmetleri', 'ayrı', 'alakasız', 'sistemlrrinalırı', 'başarısız', 'para', 'iade', 'sürecini', 'bile', 'takip', 'edemeyen', 'sistemleri', 'var', 'banka', 'değil', 'kanka', 'sloganıyla', 'olabildiğince', 'kazıklıyorlar', 'yıldız', 'verebilseydim', 'verirdim', 'hatta', 'paycelle', 'özel', 'eksi', 'yıldız', 'verebilme', 'özelliği', 'gelse', 'keşke']","h, ö, h, t, a"
"['fazla', 'puan', 'verse', 'iyi', 'olur']","f, i, f, v, p"
"['uygulama', 'zaman', 'diğer', 'operatör', 'kullanıcılarına', 'fırsat', 'sunacak', 'kadar', 'alışveriş', 'yapıp', 'para', 'yüklüyoruz', 'bunun', 'karşılığı', 'internet', 'tahmin', 'ediyorum', 'böyle', 'devam', 'edecek', 'turkcell', 'pişmanlık', 'rezilliktir', 'operatörlerin', 'yeni', 'açtığı', 'pay', 'sistemlerine', 'geçme', 'zamanı', 'gelmiş']","u, k, t, z, p"
"['telefon', 'numarası', 'yazıyorum', 'şifre', 'yenile', 'butonuna', 'tıklayın', 'diyor', 'ortada', 'şifre', 'yazcak', 'biyer', 'yok', 'saçma', 'bişey', 'böyle', 'sırf', 'eziyet', 'censinler', 'yapılmış', 'uygulama']","ş, ş, o, ş, y"
"['uygulama', 'eskiden', 'güzeldi', 'şimdi', 'birina', 'para', 'atmak', 'istiyince', 'yada', 'almak', 'istiyince', 'kimlik', 'bilgilerimizi', 'istiyor', 'ayrıca', 'kimlik', 'işlem', 'yapma', 'olayı', 'para', 'atmak', 'istiyorum', 'kimlik', 'numaramı', 'istiyor', 'uygulama', 'kötü', 'olmuş', 'bence', 'eski', 'düzene', 'dönse', 'iyi']","k, k, i, u, a"
"['sanal', 'kart', 'tavsiye', 'etmiyorum', 'sanal', 'olan', 'elinizle', 'somut', 'bir', 'şekilde', 'varlığını', 'besnimsemediginiz', 'sanal', 'olan', 'şeyi', 'paycell', 'sayesinde', 'desteklememeye', 'başladımpara', 'yüklerken', 'para', 'transferi', 'yaparken', 'sorunla', 'karşılaştım', 'açıkçası', 'bir', 'paycell', 'mağdur', 'uyum', 'denilebilir', 'yüzden', 'dediğim', 'bana', 'paycell', 'bir', 'kolaylık', 'sağlamadı', 'yorumu', 'arkadaşlar', 'uygulamayı', 'indirirken', 'degil', 'bence', 'kere', 'düşünsel', 'iyi', 'olur']","b, e, s, k, s"
"['uygulama', 'iyi', 'puanım', 'var']","i, p, u, p, i"
"['yaaww', 'hazir', 'limit', 'veriyorsunuz', 'kullanamiyorum', 'mobil', 'odemem', 'acik', 'vee', 'kullanamiyorummmm', 'payceli', 'bir', 'gun', 'adam', 'akilli', 'kullabilsemmmmm', 'bence', 'isi', 'birakinnnn']","k, k, v, v, b"
"['kaç', 'gündür', 'yüklediğim', 'parayı', 'geri', 'çekemiyorum', 'önce', 'sanal', 'karta', 'para', 'attım', 'oldu', 'geri', 'çekerken', 'tekrar', 'kimlik', 'doğrulamasi', 'istedi', 'herhangi', 'bir', 'bankanizdan', 'atmanız', 'bile', 'yeterli', 'diyor', 'kaç', 'attım', 'seferinde', 'tekrar', 'tekrar', 'kimlik', 'doğrulamasi', 'istiyor', 'gmail', 'den', 'türlü', 'ulaşma', 'yolunu', 'denedim', 'boş', 'müşteri', 'hizmetlerini', 'arıyorum', 'bankanıza', 'aktarabiliriz', 'kesilir', 'diyor', 'anlayacağınız', 'böyle', 'saçma', 'sapan', 'bir', 'uygulama', 'görmedim', 'resmen', 'çöp', 'bin', 'pişman', 'oldum', 'yüklediğime']","b, y, a, b, k"
"['babamın', 'kimlik', 'numarasını', 'isteyip', 'duruyor', 'ben', 'girmek', 'istemiyorum', 'babamın', 'tcsini', 'doğru', 'bir', 'şekilde', 'biliyor', 'olabilir']","b, b, i, b, k"
"['banka', 'uygulamasiyla', 'gonderilen', 'param', 'hesapta', 'görünmüyor', 'gundur', 'hala', 'iadem', 'yapilmiyor', 'telefonda', 'oyalama', 'taktigi', 'kullaniliyor', 'turrkcell', 'bir', 'sirketin', 'böyle', 'bir', 'durumda', 'olmasi', 'rezillik', 'resmen', 'paramiz', 'gasp', 'ediliyor', 'sakin', 'paycell', 'yuklemeyin', 'yorumlarda', 'okuyun', 'benim', 'madurlar', 'yetkili', 'bir', 'kisiye', 'ulasimiyoruz', 'hakkimi', 'yasal', 'yollda', 'alacagim', 'rezillik']","b, u, b, h, y"
"['paycell', 'puanlarım', 'gelmiyor', 'ayıp', 'kardesim', 'yaptıgınız', 'dolandırıcılık', 'yapmayın', 'böyle', 'yoksa', 'müşteri', 'kaybedeceksiniz']","p, d, m, y, g"
"['kardeşim', 'iyi', 'hoşta', 'uygulamayı', 'sadece', 'i̇ndi̇ri̇p', 'bakalım', 'diyemi', 'yüklediniz', 'iki', 'numara', 'yazdım', 'ikisinede', 'haneli', 'kod', 'gelmedi', 'koydunuz', 'boka', 'yaramıyorsaa', 'haa', 'arada', 'savcılık', 'şikayet', 'yorumlarını', 'okursa', 'vay', 'halinize', 'demedi', 'demeyin', 'şikayete', 'bakar']","d, ş, d, g, y"
"['sizin', 'yapacağınız', 'uygulama', 'yerin', 'dibine', 'batsın', 'hala', 'yıldız', 'üstü', 'olmasının', 'sebebi', 'kötü', 'yorumların', 'silinmesi', 'herhalde', 'uygulamayı', 'indiriyorum', 'gelen', 'kodu', 'giriyorum', 'karşıma', 'defasında', 'güvenlik', 'nedeniyle', 'oturumunuz', 'sonlandırılmıştır', 'yazısı', 'çıkıyor', 'kere', 'denedim', 'defasında', 'aynı', 'sorun', 'merak', 'ediyorum', 'sebebini', 'açıkçası', 'edit', 'hahahaha', 'yav', 'uygulamaya', 'giriş', 'yapabilsem', 'bir', 'sorun', 'yok', 'zaten', 'uygulamaya', 'giriş', 'yapamıyorum', 'kafanız', 'almıyor', 'sizin', 'kapatın', 'dükkanı', 'bence']","u, o, s, k, k"
"['hesap', 'açtım', 'sifre', 'oluşturdum', 'yanlış', 'dedi', 'yeni', 'oluşturduğum', 'şifre', 'yanlış', 'olabilir', 'sifre', 'yenile', 'diyorum', 'buton', 'arızalı', 'uğraş', 'uğraş', 'sonunda', 'aktif', 'oldu', 'buton', 'sonra', 'diyor', 'son', 'şifre', 'degisikliğinden', 'sonra', 'gün', 'beklemeniz', 'gerek', 'diyor', 'sildim', 'gitti', 'uygulamayı', 'bununla', 'uğraşacağım']","ş, ş, b, g, ş"
"['resmen', 'dolandırıcı', 'olmuşsunuz', 'soru', 'yarışması', 'yapıyorsunuz', 'soru', 'faturaya', 'yansıtıyor', 'sunuz', 'ben', 'faturama', 'yansıyan', 'ucreti', 'iptal', 'etmenizi', 'istiyorum', 'puan', 'alın', 'sizin', 'olsun']","s, d, y, i, s"
"['bwrbat', 'bir', 'uygulama', 'bundan', 'kötüsü', 'olamaz', 'oraya', 'kimlik', 'doğrulama', 'saçma', 'sapan', 'bir', 'eklemişler', 'kimlik', 'doğrulamayıda', 'sadece', 'kendi', 'adına', 'olan', 'banka', 'hesabından', 'paycelle', 'para', 'göndererek', 'dogrulayabiliyorsun', 'ben', 'bunu', 'yapmama', 'rağmen', 'kimliğimi', 'dogrulamadı', 'arada', 'bunu', 'yetkililere', 'defalarca', 'bildirdim', 'üzerinden', 'haftalar', 'geçmesine', 'rağmen', 'sorunu', 'cozemedelir', 'bir', 'uygulama', 'kadar', 'kötü', 'olabilir', 'adlı', 'bir', 'çalışma', 'olmuş', 'rezilsin', 'turkcell']","k, k, k, o, b"
"['sevmedim', 'şifre', 'unutuluyor', 'başka', 'hesap', 'açmamıza', 'izin', 'vermiyor', 'konuda', 'iyi', 'değil', 'indirmeyin', 'pişman', 'olursunuz']","s, ş, h, i, p"
"['premium', 'mobil', 'ödeme', 'aylık', 'üyelik', 'ücreti', 'bedeli', 'altında', 'haberim', 'onayım', 'olmaksızın', 'kestiler', 'hesapları', 'kontrol', 'etmesem', 'bilir', 'neler', 'kesiyorlar', 'haberimiz', 'olmuyor', 'kampanya', 'hediyeler', 'verdiklerini', 'böyle', 'topladılar', 'geriye']","m, b, ü, ö, ö"
"['sadce', 'bir', 'kere', 'indirip', 'hesap', 'açtığım', 'bir', 'uygulama', 'yüzünden', 'dolandırıldım', 'lanet', 'olsun', 'onayımı', 'almadan', 'işlem', 'yapıyorsunuz', 'şuanda', 'paycell', 'kullanmıyorum', 'bile', 'dolandırıcılığa', 'göz', 'yumuyorsunuz', 'turkcelle', 'fatura', 'olarak', 'giriyor', 'turkcell', 'sorumluluk', 'almıyor', 'rezil', 'bir', 'uygulama', 'sakın', 'indirip', 'hesap', 'bile', 'açmayın']","t, o, y, y, b"
"['kesinlikle', 'çift', 'sim', 'kartlı', 'telefon', 'kullanıcılarının', 'telefonlarını', 'uygulamada', 'banlanması', 'saçma', 'bir', 'durum', 'yüzden', 'kullanilmicak', 'bir', 'uygulamadır', 'hattımı', 'taşıyorum', 'vodafone', 'hayırlı', 'olsun', 'sene', 'sonunda']","k, t, k, t, t"
"['kötü', 'şikayet', 'edecem', 'hepinizi', 'bekleyin', 'amk', 'iyi', 'bişey', 'getirin', 'şuna', 'lütfen', 'bak', 'vallahi', 'billahi', 'tillahi', 'şikayet', 'edecem', 'buna', 'zorluyorsunuz', 'bakın', 'böyle', 'yaparsanız', 'şikayet', 'edecem']","z, y, t, z, b"
['iyi'],i
"['yapamayin', 'lütfen', 'kadar', 'paysell', 'puan', 'yükledim', 'hesabıma', 'gelmedi', 'hakkım', 'haram', 'olsun']","y, h, h, g, p"
"['size', 'yıldız', 'bile', 'verilmez', 'bile', 'size', 'yükleme', 'yaptım', 'açılmıyor', 'internet', 'bağlantısı', 'açın', 'diyor', 'açıyorum', 'hata', 'veriyor', 'saçma', 'sapan', 'yazıklar', 'olsun', 'size', 'verdiginiz', 'hayali', 'hediyeli', 'bir', 'yerlerinize', 'sokun', 'bizi', 'aptal', 'yerine', 'koyan', 'yetkilileri', 'allaha', 'havale', 'ediyorum', 'kimse', 'inanmasın', 'yalan', 'dolan', 'hepsiiii', 'i̇ndirmeyin', 'boşuna', 'uygulama', 'kullanılmıyor']","a, i, b, v, s"
"['kimlik', 'doğrulama', 'gelmiş', 'kendilerini', 'batırmak', 'bir', 'şeyide', 'doğru', 'yapın', 'ben', 'kartimi', 'iptal', 'ettim', 'artık', 'kimlik', 'bilgilerimi', 'giriyorum', 'hatalı', 'diyor', 'ulan', 'gerizekalı', 'kimliğimde', 'yazanla', 'aynı', 'sizmi', 'iyi', 'biliyorsunuz', 'salak', 'sistem', 'salak', 'ülkenin', 'uygulmasi', 'aptalsiniz']","g, k, k, a, k"
"['güncellemeden', 'sonra', 'emin', 'olduğum', 'şifremi', 'doğru', 'şekilde', 'kere', 'girmeme', 'rağmen', 'şifre', 'yanlış', 'dedi', 'hesabımı', 'dondurdu', 'sonrasında', 'şifre', 'yenile', 'butonuna', 'basarak', 'şifrenizi', 'yenileyiniz', 'diyor', 'fakat', 'buton', 'çalışmıyor', 'şifre', 'yenile', 'tuşuyla', 'herhangi', 'bir', 'etkileşime', 'giremiyorum', 'çıkış', 'tuşu', 'tıkır', 'tıkır', 'çalışıyor', 'cidden', 'şaka', 'böyle', 'bir', 'saçmalık', 'görmedim', 'ben']","ç, ş, ş, ş, b"
"['satten', 'sonra', 'indirip', 'kullanmam', 'zamana', 'kadar', 'cebimden', 'harcadım', 'kazandırdım', 'keşke', 'yapmasaydım']","c, k, y, k, h"
"['böyle', 'üygünamanın', 'taaaaaaa', 'amına', 'koyum', 'saattır', 'bir', 'şefre', 'gelecek', 'mış', 'kayıg', 'olacakmış', 'hey', 'millet', 'indirmeyin']","ü, k, m, a, ş"
"['hesabımı', 'kapatmak', 'istiyorum', 'yardımcı', 'olabilir', 'misiniz']","h, k, h, i, k"
"['kapat', 'diyo', 'kapatıyor', 'uygulama', 'acilmiyo', 'sokcam', 'böyle']","k, d, k, k, k"
"['uygulamaya', 'giriş', 'yaparken', 'işleminize', 'devam', 'edemiyoruz', 'sorunu', 'var', 'bir', 'iyi', 'uygulama', 'değildir']","e, d, s, u, s"
"['hesabınıza', 'atılan', 'parayı', 'günde', 'geçemeyen', 'dandik', 'işe', 'yaramaz', 'bir', 'sistem', 'günü', 'diyerek', 'haftada', 'yapamayan', 'dijital', 'bir', 'sistem', 'tefeciden', 'farkiniz', 'yok', 'hoş', 'olanda', 'suçun', 'bizde', 'olması', 'böyle', 'platformları', 'bilerek', 'kullanmak', 'sonuç', 'tüketici', 'haklarınızı', 'kullanmazsaniz', 'böyle', 'ortada', 'kalmak']","y, t, t, s, p"
"['actıgim', 'hesapta', 'baska', 'birisinin', 'kimlik', 'numarasi', 'var', 'sacma', 'yapiyosunuz', 'yaa', 'kac', 'aydır', 'duzeltemedim', 'lanet', 'olsun', 'size', 'duzeltin', 'lutfen', 'sunu', 'ayni', 'hesaba', 'nasil', 'iki', 'kisinin', 'yapiyosunuz', 'anlam', 'veremiyorum']","d, y, k, a, d"
['iyi'],i
"['bence', 'tefeciliğin', 'dijital', 'yöntemi', 'faiz', 'nedir', 'hiçbir', 'avantajı', 'yok', 'bin', 'tlye', 'lira', 'faiz', 'lirada', 'işlem', 'ücreti', 'böyle', 'bişey', 'yok', 'mahalle', 'tefecilere', 'bile', 'insaflı', 'siliyorum', 'uygulamayı']","t, y, d, f, f"
"['giris', 'yapmiyor', 'farkli', 'numara', 'diyor', 'iyi', 'numara', 'farkliysa', 'nasil', 'guvenlik', 'kodu', 'geliyor', 'numarama', 'cok', 'sacmasiniz']","n, f, n, n, n"
"['desem', 'bilemiyorum', 'kısaca', 'şöyle', 'diyim', 'paycell', 'kartı', 'kullanırken', 'ayağınızdan', 'pranga', 'bağlısınız', 'bir', 'adım', 'atıyorsunuz', 'ikinci', 'adım', 'pranga', 'engel', 'oluyor', 'kısıtlı', 'limitli', 'herşeyde', 'sınır', 'paran', 'var', 'kullanamıyorsun', 'neymiş', 'limşt', 'dolmuş', 'puanın', 'var', 'kullanamıyorsun', 'neymiş', 'aylık', 'harcams', 'limiti', 'aşmışım', 'sanane', 'sanane', 'benim', 'kazandığım', 'puandan', 'sananae', 'turkcel', 'sananneeeeee']","l, k, p, a, a"
"['doğru', 'düzgün', 'çalışmıyor', 'hata', 'veriyor', 'verdiği', 'belli', 'değil', 'sürekli', 'böyle', 'bir', 'iyileştirme', 'yapılmıyor', 'ilgilenecek', 'bununla', 'turkcell']","i, y, d, ç, b"
"['yıldan', 'fazla', 'paycell', 'kart', 'kullandım', 'öncede', 'papara', 'kart', 'aldım', 'onu', 'kullanıyorum', 'papara', 'kartı', 'aldıktan', 'sonra', 'paycell', 'yüzüne', 'bakmadım', 'bugün', 'hala', 'uygulamanın', 'telefonda', 'olduğunu', 'gördüm', 'siliyorum', 'işlemde', 'kesilen', 'paralar', 'para', 'sadece', 'hesapta', 'durduğu', 'yine', 'kesilen', 'paralar', 'banka', 'hesabına', 'para', 'göndermek', 'istediğinde', 'yine', 'kesilen', 'paralar', 'gerçekten', 'kazık', 'uygulama', 'sadece', 'turkcelli', 'olduğum', 'kullanmaya', 'başlamıştım', 'keşke', 'kullanmasaydım', 'not', 'papara', 'hiçbirşekilde', 'para', 'kesmiyor']","k, k, p, p, k"
"['memnun', 'oldum', 'istediğim', 'zaman', 'internetimi', 'kullanıyorum', 'iyi', 'cok']","i, i, z, k, k"
"['allah', 'belasını', 'versin', 'böyle', 'uygulamanın']","a, a, b, v, v"
"['müşteri', 'temsilcisine', 'bağlanmak', 'zor', 'oluyor', 'diğer', 'numarama', 'gönderdiğim', 'parayı', 'kullanamıyorum', 'lütfen', 'gerekli', 'işlemeleri', 'yapıp', 'yardımcı', 'olur', 'geri', 'dönüş', 'yaparsanız', 'iyi', 'olur']","m, m, n, g, n"
"['paycell', 'haziranda', 'gönderdim', 'garanti', 'bankasından', 'hesabıma', 'ekimdeyiz', 'hala', 'para', 'yok', 'mail', 'gönderdim', 'şimdi', 'yorumun', 'altına', 'durumunuzu', 'çözmek', 'isteriz', 'yazmayın', 'inanmıyorum', 'sizi', 'aradım', 'dönüş', 'yaptınız', 'bişey', 'müşteri', 'hizmetlerini', 'süs', 'koymuşsunuz', 'papağan', 'aynı', 'şeyi', 'söylüyor', 'param', 'hala', 'sizde', 'haram', 'zehir', 'zıkkım', 'olsun']","s, b, m, g, g"
"['şöyle', 'söyleyim', 'puanım', 'internet', 'almak', 'istiyorum', 'hata', 'veriyor', 'güncellemeden', 'sonra', 'düzelecek', 'dendi', 'düzelme', 'yok']","p, g, v, g, d"
"['merhaba', 'iyi', 'akşamlar', 'diliyorum']","i, a, a, m, m"
"['gündür', 'müşteri', 'temsilcisine', 'bağlanamıyorum', 'kullandığım', 'güme', 'lanet', 'olsun']","t, g, m, b, m"
"['aylik', 'ai̇dat', 'artik', 'almiyoruz', 'deyip', 'aylik', 'lik', 'ai̇dat', 'i̇cad', 'ettiler', 'kullanan', 'kullanmak', 'i̇steyen', 'arkadaslarin', 'haberi', 'olsun', 'şikayet', 'ciddiye', 'alinmiyor']","c, o, ş, a, ş"
"['paysele', 'giriş', 'yapamıyorum', 'hesabiniz', 'dondurulmuş', 'diyor', 'sebebini', 'bilen', 'varsa', 'yardımcı', 'olabilir']","h, y, g, v, h"
"['iyi', 'sayılamaz']","i, s, i"
"['berbat', 'bence']","b, b, b"
"['i̇lk', 'i̇stanbul', 'kart', 'yüklemem', 'sorunsuz', 'gece', 'yukleyebildim', 'ancak', 'ikinci', 'yolda', 'kaldım', 'yükledim', 'yüklenmedi', 'paramı', 'aldılar', 'ilk', 'inanmadılar', 'sonra', 'bodroyu', 'attım', 'sonra', 'başka', 'bişeyler', 'yap', 'paranı', 'dediler', 'ilkin', 'böyle', 'bişey', 'yoktu', 'dolandırıldım', 'galiba', 'bana', 'yardım', 'yüklemeyin', 'rica', 'ediyorum', 'uzak', 'durun', 'zaten', 'gerek', 'yok', 'arkadaşlar']","y, y, p, k, k"
"['iyi', 'olabilir']","i, i, o"
"['bugün', 'razer', 'gol', 'pin', 'aldım', 'lik', 'kullanılmış', 'kod', 'yolladınız', 'böyle', 'bir', 'saçmalık', 'görmedim', 'resmen', 'liramı', 'çaldınız']","k, p, ç, l, y"
"['para', 'kesmeyen', 'diyen', 'arkadaslar', 'kartimdan', 'para', 'aktardim', 'kesdi', 'hesabima', 'atayim', 'dedim', 'ole', 'kesdi', 'paycell', 'limiti', 'kullan', 'dersen', 'ole', 'gidiyor', 'kesdikleri', 'para', 'bide', 'uyelik', 'ucreti', 'tam', 'bir', 'soygun', 'arkadaslar', 'uyelik', 'iptali', 'icin', 'hizmetlerini', 'aramam', 'gerekiyormus', 'bence', 'yuklemeyin', 'yinede', 'bilirsiniz', 'bide', 'banka', 'degil', 'kanka', 'demisler', 'banka', 'sizden', 'insafli']","k, p, b, p, k"
"['havale', 'yaparken', 'isim', 'yazmayı', 'unuttum', 'normalde', 'böyle', 'bir', 'hata', 'olunca', 'gün', 'içerisinde', 'paranız', 'iade', 'edilir', 'lakin', 'bunlar', 'beni', 'tam', 'gündür', 'bekliyorum', 'neymiş', 'efendim', 'teknik', 'hata', 'sırası', 'bekliyormuşum', 'tamamen', 'algı', 'operasyonu', 'zaten', 'eylülde', 'sizle', 'teknik', 'destek', 'iletişime', 'geçtim', 'lakin', 'hala', 'iade', 'etmediniz']","u, h, u, h, b"
"['hayır', 'bunu', 'kabul', 'etmiyorum', 'insanları', 'mobil', 'internet', 'yüklemeye', 'mecbur', 'ediyorsunuz', 'programı', 'kullanmak', 'böyle', 'sacma', 'bir', 'güvenlik', 'önlemi', 'banka', 'uygulamalarında', 'bile', 'yoksms', 'onayı', 'zaten', 'onay', 'alınırken', 'extra', 'olarak', 'mobili', 'açtırmak', 'nedir', 'bunu', 'düzeltin']","m, i, m, m, o"
"['paramızı', 'yutuyorsunuz', 'resmen', 'bugün', 'pazar', 'sabahı', 'attım', 'saat', 'yuttunuz', 'akşam', 'attım', 'onuda', 'yuttunuz', 'maillerinizi', 'saçma', 'böyle', 'olursa', 'dava', 'acacagim']","p, o, y, m, a"
"['bence', 'uygulamayı', 'denemeyin', 'oldu', 'çekim', 'yaptım', 'deneme', 'maksatlı', 'gün', 'sonra', 'işlem', 'masrafı', 'birlikte', 'olarak', 'paycell', 'hesabına', 'farklı', 'bankadan', 'geri', 'iade', 'ettim', 'i̇şlem', 'dekontunu', 'rapor', 'etmeme', 'rağmen', 'öyle', 'böyle', 'oldu', 'görüşmede', 'sallayıp', 'duruyorlar', 'zaman', 'zaman', 'geçti', 'kaç', 'sefer', 'aradım', 'görüştük', 'mailler', 'havada', 'uçuştu', 'hala', 'para', 'yok', 'ortada', 'türkcel', 'bir', 'şirkete', 'böle', 'ufak', 'tefek', 'şeyler', 'yakışmadı', 'dolandırıcısınız', 'resmen', 'yazıklar', 'olsun']","b, s, m, g, f"
"['böyle', 'bir', 'uygulamanın', 'taaa', 'oyna', 'paketi', 'yapmışlar', 'puana', 'pubga', 'girmiyor', 'puanım', 'boşa', 'gitti', 'sizden', 'şikayetçi', 'olacam']","p, g, b, s, b"
"['geçmedi', 'diyorum', 'bana', 'mail', 'atın', 'diyorsunuz', 'sisteminize', 'hakim', 'değilsiniz', 'geçmemiş', 'mail', 'atın', 'demek', 'kadar', 'amator', 'bir', 'sistem', 'ugrasayim', 'zaten', 'şikayetleri', 'okuyorum', 'çoğu', 'şikayet', 'aynı', 'bunun', 'peşinden', 'koşmak', 'anlamsız', 'bir', 'kredi', 'secenegi', 'turkcelli', 'olmak', 'gerekiyor', 'diyorlar', 'benim', 'oparotor', 'zaten', 'krediyi', 'veriyor', 'bağış', 'olsun', 'çözmek', 'isteyen', 'çözer']","ş, ç, k, z, ş"
"['bence', 'paranizi', 'riske', 'atmayin']","b, p, p, b, r"
"['lanet', 'olsun', 'size']","o, l, o, l, s"
"['iyi', 'değil', 'sakın', 'kullanmayın', 'uygulamayı', 'bir', 'süre', 'kullanmadım', 'sonrasında', 'şifremi', 'girdim', 'karşıma', 'iletişim', 'bilgilerinizi', 'düzenlemeniz', 'wifinizi', 'kapatın', 'yazıyordu', 'wifiyi', 'kapattığımda', 'internet', 'hatası', 'veriyor', 'internetsiz', 'çalışmaz', 'kartımdaki', 'bakiyeye', 'vesaire', 'erişemiyorum', 'mağdurum']","w, w, k, y, d"
"['keşke', 'sıfır', 'puan', 'olsa', 'sıfır', 'verebilsem', 'ilk', 'yükledim', 'onuda', 'paycellden', 'alışveriş', 'yaptığım', 'yükledim', 'çekiliş', 'hakki', 'kazandığıma', 'dair', 'mesaj', 'geldi', 'linke', 'tıklayıp', 'bilgilerimi', 'girdim', 'şehir', 'ilçe', 'yazmadığımın', 'farkına', 'vardım', 'düzeltmek', 'uğraştım', 'olmadı', 'turkcelli', 'aradım', 'paycelle', 'yönlendirdi', 'paycelli', 'aradım', 'onlarda', 'uygulamayı', 'yükleyip', 'email', 'atmamı', 'söyledi', 'hepsini', 'yaptım', 'şimdi', 'gelen', 'emailde', 'yapamaycaklarını', 'soylüyorlar', 'kime', 'dum', 'duma', 'benim', 'kampanyam', 'şaka', 'gibisiniz']","p, y, d, u, h"
