Yorum,Puan,Tarih
Siz bu işlere girmeyin bankanın cakmaları sizi,1,2021-06-11 16:29:28
Mobil veri acik olmasina ragmen hala internet baglantisi yok diyor 2-3 kere silip yukledim yine ayni sey oldu?,1,2021-06-11 16:16:45
Yukler yüklemez hediye kazandım yapanlarin eline koluna saglik gercekten harika bi uygulama cok sevdim sizde indirin 5 yildiz vereceksiniz😉,5,2021-06-11 16:15:25
💯,5,2021-06-11 16:09:51
Beş para etmez,1,2021-06-11 16:02:51
Baya faydalı uygulama. Emeğine sağlık herkesin,5,2021-06-11 15:36:44
Mükemmel,5,2021-06-11 15:28:33
Harika uygulama,5,2021-06-11 15:26:16
Ben de yeni yeni bir dünya için gayret yok hayret ediyor ve bu yüzden de de de var o yüzden ksrışma hakkına sahip değildir merhaba ve bu yüzden de de de var o yüzden ksrışma hakkına sahip değildir merhaba ve bu yüzden de de de var o yüzden ksrışma hakkına sahip değildir merhaba ve bu konuda çok yetenekliyim nasılsın merhaba instagram ekibi ile birlikte bir merhaba ve bu yüzden de de de de var,5,2021-06-11 15:15:29
Hifi ile neden paysel açılmıyor önceleri açılıyordu anlamadım,2,2021-06-11 14:16:57
Çok güzel bir uygulama,5,2021-06-11 13:55:19
5 YILDIZ VERDIM ÇÜNKÜ ÜSTE ÇIKMASI İÇİN TELEGRAM YOUTUBE ABONE KASMA GURUBUNDAN SEFA ADLI KİŞİ İZLEYİP LIKE ATIP ABONE OLACAM DEDİ KENDİSI OLMADI İNSANLARIN HAKKINI YEMEYIN LÜTFEN BUNUN GİBİ KİŞİLER HEP BÖYLE YAPIYORLAR İNSANLARIN HAKKINI YEMEYİN LÜTFEN,5,2021-06-11 13:27:00
Ben numara güncelleme yapamıyorum kimse yardımcı olmuyor,1,2021-06-11 13:26:34
İyi,5,2021-06-11 12:30:41
Super,5,2021-06-11 12:13:18
Çok iyi,5,2021-06-11 11:56:30
EFSANE PAYCELL,5,2021-06-11 11:51:58
Bankacılık uygulaması düşünün ama bir sorun olduğunda arayacak telefon numarası yok.Sadece mail ile iletişime gecebiliyorsun. Bugün beyaz eşya servislerin bile sitesinde normal telefon numarası+ WhatsApp telefon numarası + mail adresi +Canlı destek var.Sizde sadece mail. Millet kredi kartını emanet ediyor sonuçta size.Bu uygulama ile ödeme yapıyor.Diyelim ki markette yada başka yerde sorun oluştu.Ne diyecek durun mail atayım mı?:),1,2021-06-11 11:43:06
500 tl paycel param var iban ile aktarirsam sıkıntı olurmu lütfen yaz bana,5,2021-06-11 11:30:19
Teşekkürler,5,2021-06-11 11:23:35
Paycelli seviyorum ya cidden güzel,5,2021-06-11 10:58:06
Süper,5,2021-06-11 10:55:38
Güncelleme sonrası açılmıyor bile,1,2021-06-11 09:17:32
Super,5,2021-06-11 08:32:42
Lütfen kart limitimi yükseltmek için tc doğrulayin diyor ve lütfen o listenin dışına başka bankalar da ekleyinvede telefon numaramizlada tc onaylayabilelim Paycel kart uygulamasının şok marketler dışında başka marketlerdende alışveriş yapabilelim,1,2021-06-11 08:24:38
Güzel,5,2021-06-11 07:46:07
Çok iyi,5,2021-06-11 07:21:24
Ey,4,2021-06-11 07:13:35
Iyi,5,2021-06-11 06:58:44
Basarili,5,2021-06-11 05:29:57
Harika bir uygulama,4,2021-06-11 02:34:51
İyi,4,2021-06-11 02:21:22
Mukemmel,5,2021-06-11 02:17:35
Çok pis bir uyguama boş boş hafîz saldırılı,1,2021-06-11 01:48:36
Mük,5,2021-06-11 01:32:35
Harikulade,5,2021-06-11 00:49:02
Good,5,2021-06-10 23:37:29
Super,5,2021-06-10 23:12:39
Kendi Bakiyenizi Size Vermiyor Lanet Bir Uygulama Sakin Yuklemeyin,1,2021-06-10 22:09:37
Adam olun turkcele kurban olun 🤣🤣,5,2021-06-10 21:39:22
Süper,5,2021-06-10 21:19:41
Harika Bir Uygulama,5,2021-06-10 21:14:51
Sistemi iğrenç,1,2021-06-10 21:00:44
12 tl attım denemek için kayboldu garantiden almıştım teşekkürler paparaya kurban olun 25 yıldır nerdeyse türkcell li babam var oda pes etti geçti bi ben kalmıştım bende gidiyorum 🖐🏻,1,2021-06-10 20:57:56
Baya iyi,5,2021-06-10 20:43:43
Kartımı ekleyemiyom nedenine,5,2021-06-10 20:43:28
Ben paycell şifre ve e posta adresimi unuttum lütfen yardımcı olun,5,2021-06-10 20:40:05
Harika,5,2021-06-10 20:30:55
Çok güzel uygulama,5,2021-06-10 19:57:36
Aslında çok kötü bir uygulama ama sizi kırmak istemedim,5,2021-06-10 19:51:17
Güzel sorunsuz çalışan bir uygulama,5,2021-06-10 19:41:16
İstanbulkart ta son 3 ay incelemesi saglanamiyor sorun ile alakalı işlem saglarmisiniz,1,2021-06-10 17:09:58
Babaları gelsin,5,2021-06-10 17:08:45
Super bir uygulama,5,2021-06-10 17:00:54
😃,5,2021-06-10 16:29:05
Guzel,5,2021-06-10 16:05:25
Faydalı.👏👍👏,5,2021-06-10 15:53:20
Süper bir uygulama öneririm başka birşey diyemem😊1 yıldız veren mallar neyi eksik saçma insansınız siz,5,2021-06-10 15:46:20
Neden IBAN'a transfer ederken 5TL kesiyorsunuz.,4,2021-06-10 15:27:23
Hesabima giremiyom yardimci olurmusunuz,1,2021-06-10 15:02:53
Harika,5,2021-06-10 14:57:26
Mükemmel,5,2021-06-10 14:21:05
Kampanyaya katılıp gereksinimleri tamamlamama rağmen puan gelmiyor !,1,2021-06-10 14:18:34
Bence harika bir uygulama,5,2021-06-10 13:12:53
Buneya bu sınırı kaldirin ya 500 puan alcam diyor puan alma sınırına ulaştınız lutfen bu puan alma sınirini kaldırın artik ya,1,2021-06-10 12:51:08
Sadece kazıklıyorlar başka birşey değil,1,2021-06-10 11:32:09
Başarılı,5,2021-06-10 11:12:10
Güzel geçiriyorsunuz ama değiyor. Zor zamanların kurtarıcısısınız,5,2021-06-10 10:56:56
Super,5,2021-06-10 10:25:10
Ben daha bir sorun yaşamadım guzel bir uygulama hersey yolunda👏👏👏👏👏👏👏👏,5,2021-06-10 10:25:00
PAYCEL uygulamısî harika ötesi SÜPER,5,2021-06-10 10:23:30
Yanımda hissediyorum,5,2021-06-10 10:18:51
Bence çok güzel,5,2021-06-10 10:18:08
Müq,5,2021-06-10 10:04:00
"Ödemeyi kolaylaştıran çok rahat kullanım, kampanya sayısı artırılması gerekiyor, hangi kampanyadan ne kazandığımızı göremiyoruz!",5,2021-06-10 09:52:06
Mükemmel,5,2021-06-10 08:44:38
Paysel hesabım nasil kapatacam,3,2021-06-10 08:36:46
Harika,5,2021-06-10 08:29:40
Huzel,5,2021-06-10 08:27:39
Kesinlikle çok iyi Bi site herkese tafsiye ederim 5 yıldız bile az,5,2021-06-10 06:51:07
Bence sonderece mükemmel 👍👏,5,2021-06-10 01:46:14
Bence harika,5,2021-06-10 01:31:25
Harika bir uygulama,5,2021-06-10 01:29:58
Sabahtan beri ugrasiyom 10 tane doğrulama istiyorlar bune ya zamanımız mı var sanki ? Allah Allah,1,2021-06-10 00:54:42
Mokemmel mokemmel,5,2021-06-10 00:46:06
Elektirik faturasını ödeyemiyorum ve bazen fatura ödemelerinde sorun yaşıyorum bu konuda yardımcı olursanız sevinirim,4,2021-06-10 00:23:48
👍,5,2021-06-09 22:48:49
Sakın yüklemeyin okadar diom,1,2021-06-09 22:21:08
Hızır gibi imdadıma yetişti teşekkürler,5,2021-06-09 21:00:41
Daha da geliştirilmeli,1,2021-06-09 20:54:59
çok güzel,5,2021-06-09 20:52:53
Çok iyi,5,2021-06-09 20:48:14
Bu uygulama sayesinde bedavaya 700 uc ve bs 30 elmas aldım sadece arkadaşınızı davet edin ve her saat uygulamaya bir bakın. Sürpriz saate denk gelirseniz herşey 1 puan,5,2021-06-09 20:26:09
Diğer operatörler iyileştirme yapılması gerekiyor,5,2021-06-09 20:17:01
Ya bu nasıl bir saçmalık numara benim telefonumdada zaten o numara var ama uygulamaya giriş yapinca numara telefondaki sim kartla aynı deil diyo bu ne saçmalık,1,2021-06-09 20:13:59
Cok iyi,5,2021-06-09 20:10:41
Şifreyi otomatik onayla butonu geldi onayladım giriş yapmadı kendim girdim emniyet amaçlı donduruldu dendi bu uygulama saçma sapan hassasiyet gerektiriyor kolaylık yerine sinir bozucu,1,2021-06-09 19:48:13
"Sağolun sorunumu halleti, çalışanlarınız. Yanılmışım 😊",5,2021-06-09 19:11:00
İyi,4,2021-06-09 18:41:24
Abi süper ya uygulama,5,2021-06-09 18:37:05
İyi çok seçenek var bir banka kartından daha iyi,5,2021-06-09 18:21:53
Süüpeer,5,2021-06-09 17:48:54
Politika olarak,5,2021-06-09 17:27:48
Kampanya/Bildirim sms iptali yaptığım halde neden hala sms gönderiyorsunuz ve başka bir operatördeyim. Şikayet var 'a yazdım sonuç alamazsam daha da ileri gideceğim...,1,2021-06-09 17:24:13
Süper,5,2021-06-09 17:16:58
Uygulama ya girilmiyor sms göndermiyor,1,2021-06-09 17:09:44
Hayatımda gördüğüm en iğrenç uygulama indirmeyin internetinize yazık Net vermiyor 🚫 5 yıldız verdim yorumum uste kalsın diye,5,2021-06-09 16:47:02
❤️,4,2021-06-09 16:44:09
Harika,5,2021-06-09 16:39:07
Yapcağınız uygulamaya başlicam hesap bloke oldu 2 aydır açılmıyo şifre yenileme yap diyo ekrana ne kadar baksamda yok bi yıldız bile falza turkcel sonuçta çalmak vazifeniz,1,2021-06-09 16:36:54
İyi,5,2021-06-09 16:02:11
Uygulama güzel bir de QR ödemeler için WearOS uygulaması yapabilirseniz güzel olur.,5,2021-06-09 15:56:12
Mük,5,2021-06-09 15:44:32
Efsane,5,2021-06-09 15:33:55
Süper,5,2021-06-09 15:30:08
Beğendim.,5,2021-06-09 15:28:50
Telefonum arızalı olduğu için sim kartımı okumuyor sim kartım eski tuşlu telefona takılı. Ben Wifi ile girmek istiyorum giremedim yardımcı olur musunuz,1,2021-06-09 15:21:28
Harıka,5,2021-06-09 15:04:31
Harika üstelik haftalık 2 gb kazandım.,5,2021-06-09 14:54:08
Ne berbat bir şey ya bu. Kimliğimi doğrulanmıştım 2-3 ay kullanmadım tekrar kimliğini doğrula diyor. Ne saçmalık ya bu. İşinizi düzgün yapın.,1,2021-06-09 14:34:02
Çok güzel,5,2021-06-09 14:15:14
Seviyorum seni paycell,5,2021-06-09 14:05:09
Oyun kodları falanda gelebilir bence,5,2021-06-09 13:30:11
Biraz daha Kolay olabilir,5,2021-06-09 13:06:17
Super,5,2021-06-09 12:37:02
Tek kötü yanı kuponların kullanmadığımız zaman sıfırlanması,5,2021-06-09 12:31:53
Güzel kullanışlı,5,2021-06-09 12:30:18
Bu nasıl berbat bir uygulama sirf inrirme yapalim diye vakit çaliyoar dogrulama gelmiyor,1,2021-06-09 12:15:45
Sizi çok seviyorum,5,2021-06-09 12:08:56
Herkes saçma saçma yorumlar yazmış ben bu kartı neredeyse 1 yıldır kullanıyorum gayette güzel bir kart gayeye güzel bir uyguluma gidip ininale her ay 2 TL vereceğime her yüklememde 5 lira keseceğine bunu kullanırım teşekkürler paycell😍,5,2021-06-09 11:52:09
Harika bir uygulama.,5,2021-06-09 11:39:36
Bende 10 TL lik kod aldım kod yok hattima tanımlanmış nerde bu lan,1,2021-06-09 11:15:18
Parayı yüklediğin halde otobüste bakiye yok hatası veriyor sonra düzeliyor ödememi nfc ile yapıyorum.,1,2021-06-09 10:52:52
"Çok iyi uygulama, banka değil kanka, benim acayip işime yarıyor. Mükemmel",5,2021-06-09 10:42:14
Süper,5,2021-06-09 10:27:48
Çok güzel,5,2021-06-09 10:12:22
Muhteşem,5,2021-06-09 10:01:49
Güzell,5,2021-06-09 09:07:59
Güvenli alışveriş için ideal,5,2021-06-09 07:47:23
Süper,5,2021-06-09 07:46:02
Güzel,5,2021-06-09 02:28:29
güzel,5,2021-06-09 01:50:22
Guzeltavsiye ederim,5,2021-06-09 00:51:23
Süper,5,2021-06-09 00:48:14
Mobil veri olayıyla mahvoldu. Herkesin mobil verisi olamıyor ihtiyaç duyulmuyor. Bir de utanmadan yorumumu siliyorsunuz. Eleştirmek hakkım değil mi ?,3,2021-06-09 00:27:06
Ya paycell e giriş yaparken yazdığınız numara telefondaki sim olması lzm yazıyo öyle ama olmuyo anlamıyorum neden acaba (tavsiye etmem),1,2021-06-09 00:24:27
Güzel ama keşke gogle pılay kodu verseydi,5,2021-06-08 23:45:37
Güzel uygulama,5,2021-06-08 23:38:55
Süper,5,2021-06-08 23:22:01
"Paycell puanlarımın sıfırlanmış sebebi nedir acaba? Bi biriktiremiyorum puanları bi ara 1000 puandan fazla puanım vardı. Hepsi sıfırlandı. (Yorum düzenleme) Çok saçma bence. Bence puanların süresi olmasa, süresiz bir şekilde rahat rahat biriktirsek çok daha mantıklı olur bence.",2,2021-06-08 23:04:51
Uygulamayı uzun zamandır kullanıyorum ama son zamanlarda işlem geçmişi daha çok dikkatimi çekmeye başladı. En kısa sürede işlem geçmişinde harcama sonu kalan bakiye gösterilmeli. Geri ödemelerde de aynı şekilde bakiye gösterilmeli. Bu durum uygulamanın en zayıf yanıdır.,4,2021-06-08 22:56:10
Berbat olmuş yeni güncelleme normal İnternet yoktu giriş yapamadım wifi ile denedim kabul etmiyor saçmalık indirmeyin boş bişi onun yerine papara veya inan kullanın,1,2021-06-08 21:58:48
Güzel,5,2021-06-08 21:52:23
Biriktirilen puanlarla Turk Telekom hattı olanlarda internet alabilmeli,3,2021-06-08 21:07:02
Arkadaşlar bence uygulama iyi sanırım sorunlar sizde oldu bilmiyorum ama bende her hangi bir sorun yok,5,2021-06-08 21:05:36
Başarılı,5,2021-06-08 21:01:35
Gerçekten şaka gibi ya şifre yenilemek için e postaya doğrulama gönderdik diyorsunuz ama 1 saattir bekliyorum hiç bir şey gönderdiğiniz yok insanlarla dalga geçmeyi bırakın artık,1,2021-06-08 20:59:43
Güncelleme getirdiniz anasayfa hala donuk bekliyoruz 👏,1,2021-06-08 20:47:55
Berbat,1,2021-06-08 20:33:14
Çok güzel kullanmasını bilene,5,2021-06-08 20:22:10
Yeni güvenlik aşama sı berbat çift sim kartlı telefon kullanıyorum hat takili olduğu halde hattınızı takınız diyor vede benim diğer telefonum tuşlu ondaki hattıma gelen mesajla giriyordum şuan giremiyorum lütfen bunu biran önce kaldırın zaten gelen şifreyle giriyoruz çok alakasız bir güvenlik olayı,1,2021-06-08 20:18:49
Harika,5,2021-06-08 19:59:27
Süper yapanlarin eline sağlık,5,2021-06-08 19:43:23
İyi,4,2021-06-08 19:41:29
Çok iyi bir uygulama,5,2021-06-08 19:39:02
güzel,5,2021-06-08 19:29:49
Paycel puan verio ve sadece fide bagislayabiliyorsun ne kadar mantıklı,1,2021-06-08 19:27:29
Güzel,5,2021-06-08 19:12:18
Puan ile fire Free Elmas olsun teşekkür ederim,5,2021-06-08 19:00:20
iyi,5,2021-06-08 18:41:59
Çok iyi,5,2021-06-08 18:39:15
Pek birşey diyemiyorum anlaymaya gerek yok😂,5,2021-06-08 18:12:18
Paycell'i uzun süredir kullanıyorum.çok basarılı ve gayet güzel buluyorum bir çok işlemi yapabiliyoruz.özellikle hazır limit özelliği çok iyi düşünülmüş.Alışverişlerde ve nakit cekimlerde kulkanabiliyoruz bence 5 yıldızı hak ediyor.limit biraz daha artırılsa daha da harika olur emeği geçen herkese tesekkürler.,5,2021-06-08 17:48:16
Harika bir uygulama,5,2021-06-08 17:27:50
Mükemmel,5,2021-06-08 17:22:47
suan yurtdisindaym ve Hatim uzerimde degil ama giris yapamıyorum nasil olcak?,5,2021-06-08 17:13:27
Süper,5,2021-06-08 17:09:15
Internet için çok teşekkürler tasviye ederim bedava int veriyor,5,2021-06-08 17:03:07
Benim hattim vodafone ama paycelden 20 tl degerinde 5000 puan geldi vodafoneyle giriş yapabilirmiyim,1,2021-06-08 16:57:06
Uygulama çok başarılı bence ama para yükleme limiti bence daha fazla olmalıydı,5,2021-06-08 16:37:11
Mobil veri yok tablette ivedilikle bekliyorum.,1,2021-06-08 16:32:46
Güzel,5,2021-06-08 16:22:51
Ben sevdim kullanıyorum.,5,2021-06-08 16:13:29
Aylık kullanım ücreti mi offf Turkcell!!!! senden ve tr den çok sıkıldım. Gerçekten mi bunu bir yerlere yazmak pop up bile bilgilendirmek aklınıza gelmiyor mu !!!! Haklısınız boşa çabalıyorum.,1,2021-06-08 16:09:01
Şifremi unutmuştum başka epostaya şifre yenileme mesajı gidiyor neden benim epostama gelmiyor,1,2021-06-08 16:08:09
Parayı kullanamaiyorum,1,2021-06-08 16:02:35
"Uygulamayı kullanmak için bize güncelleme yapmamızı şart koşan ........, uygulamanızı, hak ettiği yere yani münasip yerinize sokun. Siliyorum beş para etmez uygulamanızı. Uygulamalarının kullanılmasını istemeyen, güncellemeyi şart koşan akılsızlar.",1,2021-06-08 15:52:03
😃,5,2021-06-08 15:46:03
dolandırcı,1,2021-06-08 15:43:38
"İstediğin işlemi yapabiliyorsun. Yükleme, gönderme herşey var tabyy ki daha da yenilikler gelebilir. İleri zamanda daha iyi bişi olursa fikir alışverişinde bulunacağım..",4,2021-06-08 14:54:43
Ey ey,5,2021-06-08 14:17:39
Yok,1,2021-06-08 14:13:36
Süper,5,2021-06-08 12:56:08
Süpperr,5,2021-06-08 12:26:22
1 fazla bile,1,2021-06-08 12:16:13
Çoook güzel,5,2021-06-08 11:42:38
Harika bı uygulama,5,2021-06-08 11:32:44
avantaj card,5,2021-06-08 11:20:20
Mükembel,5,2021-06-08 10:39:39
Vallahi şuradaki yorumlara bakınca indirmekten anında vazgeçtim. İllet bir şey gibi sanki.,1,2021-06-08 09:51:43
Kötü gün dostu...,5,2021-06-08 09:11:18
Efsooo,5,2021-06-08 08:50:15
Çok güzel,5,2021-06-08 07:46:15
Super,5,2021-06-08 06:35:06
Mutiş,5,2021-06-08 03:07:22
Mükemmel,5,2021-06-08 02:16:55
"Doğrulama mesajı defalarca denememe rağmen gelmedi. Boşa zaman kaybı arkadaşlar, indirip de boşuna internet kotanızı bitirmeyin. ( Ben uygulamayı sildikten 3 saat sonra doğrulama mesajı geldi arkadaşlar. Ama doğrulamak için verilen 3 dakikalık zamandan 2 saat 57 dakika sonra geldiği için maalesef istesem de doğrulama yapamam. Tarihin tozlu sayfalarına gömülmüş oldu uygulamanız kusura bakmayın artık. )",1,2021-06-08 00:32:49
Harikasın paycell,5,2021-06-07 23:52:06
Numarami yaziyorum kod gelmiyor yaa,3,2021-06-07 23:42:28
Şifremi unuttum ve şifremi yenilemek istedim ancak yapamadım sebebi ise şu Eposta adresime kod gönderilmiş böylece şifremi yenileyebilecekmişim ancak beklediğim o e posta hiç gelmedi ve e posta dışında şifre yenilemek için başka bi alternatif seçenek yok,1,2021-06-07 23:31:22
Giremedim bile mesaj kodu gelmiyor bekle bekle yok,1,2021-06-07 23:31:02
"en ucuz ve basit bir yazılım ile kurulmuş absürt bir uygulama , sözde tasarımcı ve yazılım mühendislerin sıcak kahvelerini yudumlayıp PC başında atomu son evresini çözüyorlarmış gibi mi yaklaşıyor bu sorunlara? Alt tarafı lanet olası uygulama ya giriş yapmak istiyoruz wi-fi kapattım İlk mobil ile giriş yapmak istedim o da olmadı bir kod göndericek siniz bu kod paralel evrenden mi geliyor, İçeri de param kaldı alo? BENCE BU İŞİ BİRAKİP SAÇMA SAPAN SALLA KAZAN VE ÇATLAT HİKAYELERİNE DEVAM EDİN",1,2021-06-07 23:12:10
Mükemmel,5,2021-06-07 22:43:59
Çok iyiii,5,2021-06-07 21:58:40
Harika,5,2021-06-07 21:37:10
Turkcel ne beklersin,1,2021-06-07 21:17:09
Güzel bir ulgulama,5,2021-06-07 20:54:38
Kartım aktifler iyon ilk girdiğimde oldu ama sonra kart gozukmedi,1,2021-06-07 20:53:24
Numaramı degiştirdim ve paye karta giriş yapamıyorum telefon da müşteri hizmetleriylede çözemedım lütfen bir destek saglayın,1,2021-06-07 20:32:14
Yalan şifreyi yazıyorum almıyo karta bara yükledim hiç harcamadım para biti dedi yalan kart almayın Yalancı Paycell Üçkağtçı Paycell,1,2021-06-07 19:35:53
İyice zıvanadan çıktılar vifeyle giremiyorum uyarı veriyo her geçen gün uygulamayı kötüleştiriyolar,1,2021-06-07 19:22:23
Müşteri hizmetleri çok nazik.,5,2021-06-07 19:15:03
Super,5,2021-06-07 19:12:06
Yapmadığım kullanmadığım halde bana 450 TL fatura çıkardılar ödeme kesildi 1 kere bile pay elle girmedim ne olduğu bilmiyorum şimdi nasıl oldu diye indiriyorum şuan👿,3,2021-06-07 18:26:21
Harika,5,2021-06-07 17:31:39
Guzellllll,5,2021-06-07 17:21:18
Super,5,2021-06-07 17:02:32
👍,5,2021-06-07 16:51:22
Allah razı olsun,5,2021-06-07 15:46:20
Gençler için büyük kolaylık iyi ki peycell,5,2021-06-07 15:17:43
Cok güzel,5,2021-06-07 14:55:06
Süper,5,2021-06-07 14:49:33
Allah'ına kurban,5,2021-06-07 14:38:00
Süperrr,5,2021-06-07 14:19:42
Çok memnunum herkese tavsiye ederim,5,2021-06-07 14:08:53
Tm dolandirci kesinlikle turkcell e gecmeyin,1,2021-06-07 13:59:05
Çok iyi,5,2021-06-07 13:41:24
Pefect,5,2021-06-07 13:38:18
Güzel,5,2021-06-07 13:37:16
Nhu,5,2021-06-07 13:13:02
Süper bı uygulama,5,2021-06-07 12:50:03
Çok güzel sadece hazır limitini aktarınca çok bedel ödüyoruz,2,2021-06-07 12:02:51
Süper harika Tamamdır,5,2021-06-07 11:18:47
Salla kazandan bakiye veriyor ama Google playe aktarım yapmıyor. Boşuna indirmeyin,1,2021-06-07 10:46:46
Mükkelmmel efsane uygulama indirmenizi tavsiye ederim,5,2021-06-07 10:25:52
🙃🙃,5,2021-06-07 09:43:38
Çok güzel bir uygulama zor zamanların uygulaması :),5,2021-06-07 09:23:04
Savma sapsn uygulama arkdsina 1 kere pian atinmi 1 ay sonraya kadar atiyorsun o puanda 1000 fazla atamiyirsun sapsacma tafsoye etmem bi boka yaramiyor,1,2021-06-07 07:38:43
Çok güzel bir uygulama,5,2021-06-07 07:25:48
Çok iyi uygulama,5,2021-06-07 06:41:24
Bence güzel bişey,5,2021-06-07 01:14:51
Cok güzel uygulama,5,2021-06-07 00:54:36
👌👌👌,5,2021-06-07 00:46:45
Çok güzel,5,2021-06-07 00:00:01
Hayatım da böyle nalet uygulamaya denk gelmedim allah kahretsin hepinizi,1,2021-06-06 22:41:14
Alışveriş sitelerine ve reklamlarına gerek kalmadı,5,2021-06-06 22:27:55
Çok güzel olmuş ellerine emeğine sağlık,5,2021-06-06 22:03:08
Berbat üstte görünsün diye 5 yıldız verdim,5,2021-06-06 21:15:02
Ben .1999.beri.turksele.bagliyim.herhangi.bir.hediye.bir.indirim.faydalanmadi.,5,2021-06-06 20:57:13
Muk,5,2021-06-06 20:56:11
Tesekkurler,5,2021-06-06 20:37:16
Harika bir uygulama,5,2021-06-06 20:33:26
Çok güzel ve harika,5,2021-06-06 20:19:58
👍,5,2021-06-06 19:46:28
Ok,5,2021-06-06 19:18:24
Yeni yükledim çok güzel teşekkür ederim ♥️,5,2021-06-06 18:57:43
