lemmas,Puan,Tarih
"['turkcell', 'teşekkür', 'güzel', 'iyi', 'var', 'berber', 'nice', 'yıl', 'getir', 'dilek']",5,2020-11-14 21:06:42
"['son', 'güncelle', 'sonra', 'program', 'numara', 'limit', 'duzenlemeside', 'iyi', 'emek', 'gece', 'arkadaş', 'tesekur', 'basari', 'devim', 'dile']",5,2020-11-14 20:51:22
"['yaş', 'sınır', 'banka', 'hesap', 'var', 'kurum', 'fatura', 'öde', 'neredeyse', 'havale', 'güven']",5,2020-11-14 20:43:38
"['güzel', 'lira', 'kes']",5,2020-11-14 19:56:59
"['kem', 'mel']",5,2020-11-14 19:44:31
"['kolay', 'güven', 'rahat']",5,2020-11-14 19:41:22
"['güzel', 'teşekkür']",5,2020-11-14 19:28:57
"['topla', 'aycell', 'puan', 'kaybol', 'yeni', 'kazan', 'zaten', 'gör', 'bile', 'telefon', 'boşuna', 'yer', 'kapla', 'böyle', 'devam', 'sil']",1,2020-11-14 19:23:17
"['iyi', 'zor', 'gün', 'dost']",5,2020-11-14 19:10:56
"['mükemmel', 'biraz', 'geliş', 'bil', 'avantaj', 'kapsam']",5,2020-11-14 19:00:20
['numara'],5,2020-11-14 18:49:54
['gir'],5,2020-11-14 18:42:47
"['abi', 'kimse', 'para', 'car', 'tur', 'esilmiyorki', 'cuzdanim', 'kismina', 'gir', 'üstten', 'para', 'ora', 'gorunuyo', 'ilk', 'bula', 'sonra', 'buldumyani', 'güzel', 'tavsiye']",5,2020-11-14 18:12:21
['harika'],5,2020-11-14 17:40:24
['müthiş'],5,2020-11-14 17:22:35
['güzel'],5,2020-11-14 17:18:06
"['tekbirşeydicem', 'harika']",3,2020-11-14 17:16:06
['iyi'],5,2020-11-14 16:24:41
['işçi'],5,2020-11-14 16:12:34
"['kötü', 'devam', 'oturum', 'hata', 'gir']",1,2020-11-14 15:54:34
['harika'],5,2020-11-14 15:44:24
['memnun'],5,2020-11-14 15:44:04
['عتھیڈڈتءیخڈفھج'],5,2020-11-14 15:40:35
['harika'],5,2020-11-14 15:28:57
"['gayet', 'başarı', 'işlem', 'rahat', 'ilk', 'limit', 'güzel']",5,2020-11-14 15:24:29
"[""i̇nternet'siz"", 'kalın', 'puan', 'yorum', 'değil', 'kotuleyeck', 'yok', 'zaten']",5,2020-11-14 15:13:19
"['güzel', 'beğendi']",5,2020-11-14 14:57:50
"['gayet', 'kullan']",5,2020-11-14 14:57:38
"['pub', 'oyna', 'muhteşem', 'bedava', 'yad']",5,2020-11-14 14:52:28
['iyi'],3,2020-11-14 14:45:45
"['puan', 'hafta', 'geri', 'gün', 'i̇nternet', 'saye', 'taahhüt', 'süre', 'dol', 'kadar', 'kere', 'fatura', 'aycell', 'öde', 'gerekli', 'yer', 'kampanya', 'katıl', 'rağmen', 'hafta', 'hediye', 'ayrıca', 'çekim', 'güç', 'kalite', 'turkcell', 'geçmiş', 'diğer', 'operatör', 'hiçbir', 'fark', 'aksine', 'fiyat', 'hepsi', 'kat', 'yüksek', 'gör', 'bizzat', 'deneyimle']",1,2020-11-14 14:41:45
['iyi'],4,2020-11-14 14:22:11
['harika'],5,2020-11-14 14:21:21
['güzel'],5,2020-11-14 14:08:07
['güzel'],5,2020-11-14 13:40:55
"['oyun', 'sat', 'başarı', 'yara']",1,2020-11-14 13:30:18
"['baştan', 'puan', 'müthiş']",5,2020-11-14 12:55:21
"['herkes', 'tavsiye', 'i̇nternet']",4,2020-11-14 12:47:49
['harika'],5,2020-11-14 12:47:47
"['güzel', 'öde', 'kolay', 'güven', 'yol']",5,2020-11-14 12:29:27
"['payycell', 'çooooook', 'iyi', 'kart', 'tavsiye']",5,2020-11-14 12:27:13
"['güzel', 'hafta', 'iki', 'kazan']",5,2020-11-14 12:25:55
"['fena', 'değil']",4,2020-11-14 12:20:28
['süper'],5,2020-11-14 12:13:46
"['tek', 'kelime', 'mükemmel']",5,2020-11-14 12:13:18
['idare'],4,2020-11-14 12:08:55
"['tebrik', 'güzel', 'para', 'iste', 'yönet']",1,2020-11-14 11:55:38
['güzel'],5,2020-11-14 11:54:43
"['var', 'aycell', 'puan', 'olay', 'store', 'kod', 'var', 'puan', 'iste', 'davet', 'kod', 'girdi', 'olay', 'store', 'kod', 'yok', 'aycell']",1,2020-11-14 11:36:04
"['teşekkür', 'turkcell']",5,2020-11-14 11:25:08
['harika'],5,2020-11-14 11:19:54
['mükemmel'],5,2020-11-14 10:49:16
['güzel'],5,2020-11-14 10:26:50
['mükemmel'],5,2020-11-14 09:55:23
['süper'],5,2020-11-14 09:44:27
"['anlık', 'değiş', 'kampanya', 'çöp']",1,2020-11-14 09:20:01
['süper'],5,2020-11-14 07:46:10
"['sakın', 'bulaş', 'para', 'tuzak', 'fatura', 'işlem', 'rağmen', 'fazladan', 'ücret', 'yansı', 'bide', 'üye', 'ücret', 'bile', 'kes', 'utan', 'dolandırıcı', 'resmen']",1,2020-11-14 06:19:01
"['para', 'tuzak']",1,2020-11-14 02:03:14
"['sssssdddd', 'bil']",3,2020-11-14 01:05:39
"['harika', 'fatura', 'bul', 'öde', 'kolay']",5,2020-11-14 00:44:18
['süper'],5,2020-11-14 00:04:18
"['haraç', 'kes', 'bankamatik', 'iyi']",1,2020-11-13 23:45:10
['müthiş'],5,2020-11-13 23:28:52
['güzel'],4,2020-11-13 22:38:22
['suuppeer'],5,2020-11-13 22:25:54
"['süper', 'yıldız']",5,2020-11-13 21:52:21
['iyi'],5,2020-11-13 21:46:02
"['süper', 'gelecek', 'dönük']",5,2020-11-13 21:26:55
"['bil', 'kötü', 'gir', 'sorun', 'yaşa', 'müşteri', 'hizmet', 'üşen', 'saydam', 'kere', 'iletişim', 'geç', 'mail', 'gönderim', 'ara', 'sorun', 'çöz', 'madem', 'yönet', 'bil', 'kapa', 'git', 'kullan', 'artık', 'çözüm', 'iste', 'zor', 'kullan', 'çalış', 'yok', 'hayat', 'kullan']",1,2020-11-13 21:21:49
['güzel'],5,2020-11-13 21:16:45
"['süper', 'ücret', 'şekil', 'aycell', 'puan']",5,2020-11-13 21:06:37
['guxel'],5,2020-11-13 20:57:22
"['ücret', 'kesme', 'anlam', 'banka', 'kart', 'dahi', 'ücret', 'artikpratik', 'kullan', 'maliyet', 'sebep']",1,2020-11-13 20:41:27
['muhteşem'],5,2020-11-13 20:31:16
"['süper', 'ancak', 'hayat']",5,2020-11-13 20:23:00
"['harkuladeninde', 'fevk']",5,2020-11-13 20:22:51
['güzel'],3,2020-11-13 20:20:14
"['tek', 'kelime', 'harika']",5,2020-11-13 20:15:49
['mükemmel'],5,2020-11-13 20:15:19
"['aylık', 'ücret', 'anla', 'çoğu', 'banka']",1,2020-11-13 20:13:27
['beğendi'],5,2020-11-13 20:05:00
['iyi'],5,2020-11-13 20:00:14
"['kazan', 'aycell', 'puan', 'siliniyorneden', 'sil', 'puan', 'çogaltacagız']",3,2020-11-13 19:41:51
"['puan', 'başka', 'sik', 'kot', 'para', 'kesinti', 'vodafone', 'iyi']",1,2020-11-13 19:40:46
['iyi'],5,2020-11-13 19:36:10
"['para', 'git']",1,2020-11-13 19:34:10
['güzel'],5,2020-11-13 19:31:49
['dene'],5,2020-11-13 19:25:54
"['saçma', 'neyse']",5,2020-11-13 19:00:33
"['güzel', 'sistem']",5,2020-11-13 18:58:36
['yara'],5,2020-11-13 18:56:02
['mükemmel'],5,2020-11-13 18:49:10
['harika'],5,2020-11-13 18:36:01
"['süper', 'süper']",5,2020-11-13 18:26:00
['idare'],4,2020-11-13 18:24:06
['güzel'],5,2020-11-13 18:20:04
"['puan', 'puan', 'i̇nternet', 'paket', 'güzel']",4,2020-11-13 18:16:32
['mükemmel'],1,2020-11-13 18:16:09
['güzel'],5,2020-11-13 17:49:31
['ekmek'],5,2020-11-13 17:42:19
"['kart', 'aldiginizda', 'para', 'kes', 'neden', 'sekil', 'banka', 'değil', 'kanka', 'banka', 'paralizi']",1,2020-11-13 17:33:57
['süper'],5,2020-11-13 17:28:30
"['turkcell', 'kendi', 'boz']",1,2020-11-13 17:10:34
"['gayet', 'başarı', 'güzel']",5,2020-11-13 17:09:43
['harika'],5,2020-11-13 17:04:08
"['güzel', 'kredi', 'parti', 'i̇nternet', 'oyun', 'alisverislerinde', 'kullan', 'sorun']",5,2020-11-13 17:00:47
"['mükemmel', 'kredi', 'ucuz', 'aynı']",5,2020-11-13 16:56:12
"['şimdilik', 'güzel', 'henüz', 'yeni', 'ileri', 'görü']",5,2020-11-13 16:54:30
"['iyi', 'değil', 'puan']",1,2020-11-13 16:42:44
"['puan', 'birik', 'google', 'olay', 'kod', 'yardimci', 'olur']",4,2020-11-13 16:42:27
['güzel'],5,2020-11-13 16:36:01
"['halk', 'harika', 'harika']",5,2020-11-13 16:12:16
"['salla', 'kazan', 'puan', 'birik', 'kendiliğinden', 'git']",2,2020-11-13 16:08:44
"['harika', 'emek', 'geçen', 'herkes', 'teşekkür']",5,2020-11-13 15:55:01
"['kesinlikle', 'harika']",5,2020-11-13 15:28:44
"['for', 'star']",4,2020-11-13 15:25:49
['süper'],5,2020-11-13 15:19:19
"['aycell', 'puan', 'sürekli', 'düş', 'dün', 'puan', 'var', 'bugün', 'böyle', 'saçmalık']",1,2020-11-13 14:57:21
"['gün', 'önce', 'yüklem', 'hala', 'hesap', 'geç', 'kötü', 'dandik', 'bulaş', 'şiddet', 'öner', 'bulaş']",1,2020-11-13 14:54:27
['süper'],5,2020-11-13 14:41:04
"['aycell', 'çıkar', 'yemin', 'allah', 'bin', 'kere', 'razı', 'işlem', 'hal', 'gerçekten', 'can', 'ara', 'adam', 'değil', 'kredi', 'kart', 'yok', 'sorun', 'var', 'kart', 'gör', 'para', 'var', 'turkcell', 'fatura', 'yansı', 'iste', 'gerçekten', 'teşekkür', 'emek', 'geçen', 'herkes', 'yürek']",5,2020-11-13 14:23:55
"['komisyon', 'fazla']",2,2020-11-13 14:17:31
"['hanks', 'ali']",5,2020-11-13 14:02:34
['iyi'],5,2020-11-13 13:47:00
['iyi'],5,2020-11-13 13:41:44
['efsane'],5,2020-11-13 13:24:32
"['puan', 'hediye', 'mesela', 'google', 'olay', 'hak', 'git', 'lütfen', 'kaldır']",5,2020-11-13 13:21:58
['teşekkür'],5,2020-11-13 13:18:59
['süper'],4,2020-11-13 12:57:14
"['puan', 'kır', 'hafta', 'iyi']",5,2020-11-13 12:42:48
"['sürekli', 'kredi', 'kart', 'doğrula', 'işlem', 'kullan', 'fırsat', 'bile']",1,2020-11-13 12:39:18
"['yaklaşık', 'yıl', 'kullan', 'gerçekten', 'memnun', 'şua', 'kadar', 'hiçbir', 'sıkıntı', 'yaşa', 'aycell', 'banka', 'değil', 'kanka']",5,2020-11-13 12:22:52
"['kampanya', 'güzel']",5,2020-11-13 12:20:22
"['kullan', 'helal']",5,2020-11-13 12:03:09
['fayda'],5,2020-11-13 11:58:50
['süper'],5,2020-11-13 11:57:59
"['iyi', 'yaa']",5,2020-11-13 11:57:28
['başarı'],5,2020-11-13 11:55:25
"['yeni', 'kampanya', 'bayıl']",5,2020-11-13 11:53:34
['süper'],5,2020-11-13 11:52:29
"['biz', 'takip', 'kampanya', 'haberdar', 'deli', 'aşık', 'veysel', 'şatıroğlu', 'kadar', 'sen', 'sene', 'önce', 'yaz']",5,2020-11-13 11:46:55
['güzel'],5,2020-11-13 11:44:01
"['puan', 'sür', 'i̇nternet', 'birik', 'puan', 'git']",3,2020-11-13 11:38:47
['beğendi'],4,2020-11-13 11:24:47
"['güzel', 'puan', 'paylaş', 'kere', 'öyle', 'güzel', 'değil', 'artır', 'iyi']",3,2020-11-13 11:23:31
['harika'],5,2020-11-13 11:11:59
"['güzel', 'vadofone', 'geçiğeğim', 'dolayı', 'kullan', 'devam', 'edebilecekmiyim']",5,2020-11-13 11:08:29
['güzel'],5,2020-11-13 11:02:06
['güzel'],5,2020-11-13 10:38:31
['yarrraaaaaaa'],1,2020-11-13 10:36:34
['muhteşem'],5,2020-11-13 10:29:53
"['harika', 'yeni', 'güncelle', 'saye', 'kendi', 'bedava', 'yükle']",5,2020-11-13 10:22:06
['iyi'],2,2020-11-13 10:20:40
"['aycell', 'iyi', 'paye', 'sev', 'ekip', 'sağlık']",5,2020-11-13 10:16:14
"['arkadaş', 'herkes', 'tavsiye']",5,2020-11-13 10:14:33
"['efsane', 'engel', 'komisyon', 'efsane']",5,2020-11-13 09:34:47
"['aycell', 'kart', 'üzeri', 'fatura', 'öde', 'hediye', 'türlü', 'fatura', 'ösüyemedim', 'sistem', 'atıyorbide', 'ücret', 'fazla']",1,2020-11-13 09:33:45
"['hafta', 'salla', 'puan', 'kazan', 'puan', 'yaz', 'lütfen', 'düzel', 'artık', 'yok', 'kullan', 'birakacam', 'artık']",1,2020-11-13 09:20:50
['güzel'],5,2020-11-13 08:58:21
"['şikayet', 'edi', 'siz']",1,2020-11-13 08:49:49
"['i̇nternet', 'alışveriş', 'yara', 'özellikle', 'mobil', 'öde', 'nakit', 'ihtiyaç', 'limit', 'limit', 'lira', 'yet', 'limit', 'yukseltinnn']",4,2020-11-13 08:16:13
"['gerçekten', 'güzel', 'yaşa', 'elektrik', 'fatura', 'öde', 'kocaeli', 'sedat', 'liste', 'yok']",4,2020-11-13 08:12:30
"['aycell', 'turkcell', 'rağmen', 'kendi', 'fatura', 'bile', 'komisyon', 'kes', 'operatör']",1,2020-11-13 07:40:17
"['güzel', 'hafta', 'kes', 'hak']",5,2020-11-13 07:39:40
['harika'],5,2020-11-13 06:20:10
"['güzel', 'kolay', 'kullanım', 'bol', 'puan']",5,2020-11-13 06:15:36
['güzel'],5,2020-11-13 04:20:21
['iyi'],5,2020-11-13 03:27:14
"['kimlik', 'doğrula', 'işlem', 'zahmet', 'turkcell', 'bayi', 'git', 'hesap', 'onay', 'kolay', 'getir', 'gerek', 'benzer', 'üzeri', 'hesap', 'onay', 'limit', 'arttırım']",3,2020-11-13 03:21:09
"['güzel', 'kredi', 'kart', 'dan', 'iyi']",5,2020-11-13 01:39:03
"['aycell', 'genç', 'biri', 'biç', 'kaftan', 'kolay', 'para', 'aktarım', 'kampanya', 'artı', 'fazlasloganındaki', 'gerçek', 'banka', 'kanka', 'yaklaş', 'mesela', 'geç', 'gün', 'hamburger', 'ısmarla', 'kese', 'bereket', 'gayet', 'kullan', 'avantaj', 'sev', 'aycell', 'sıra', 'yemek', 'üzeri', 'kampanya', 'mutlu', 'dem', 'mesela', 'iskender', 'iyi']",5,2020-11-13 01:29:44
"['hediye', 'puan', 'kisminda', 'i̇stanbul', 'kart', 'yük', 'sik', 'kilit', 'şey', 'dik']",3,2020-11-13 01:09:55
"['siz', 'sefer', 'ulaş', 'tek', 'maalesef', 'biz', 'değil', 'önem', 'sonuç', 'sonuç', 'bak', 'bütün', 'birik', 'puan', 'git', 'git', 'kim', 'hata', 'yüz', 'siz', 'öte', 'yok']",1,2020-11-13 00:56:40
"['gerçekten', 'güzel', 'epey', 'geliş', 'bedava', 'kampanya', 'güzel']",5,2020-11-13 00:49:04
"['hafta', 'puan', 'büyük', 'çoğunluk', 'kes', 'puan', 'puan', 'düştüneden']",1,2020-11-13 00:46:36
"['iyi', 'kötü']",5,2020-11-13 00:44:09
['harika'],5,2020-11-13 00:39:04
['süper'],5,2020-11-13 00:28:03
"['ciddi', 'anlam', 'avantaj', 'teşekkür']",5,2020-11-13 00:15:51
['şahane'],5,2020-11-13 00:14:16
['hair'],1,2020-11-13 00:12:47
['kullan'],5,2020-11-12 23:58:17
"['kullan', 'limit', 'kullandiriyosunuz', 'sonuç', 'fatura', 'yansimiyomu', 'odeyebilecegiz', 'kullaniyoz', 'dalga', 'gece', 'boy', 'bosna', 'hesap', 'kullanamadigimiz', 'para', 'dur', 'mesela', 'var', 'yara', 'oyun', 'kullaniliyomus', 'allah', 'aski', 'para', 'oyun', 'kullan', 'sor', 'siz', 'kanka']",3,2020-11-12 23:53:07
['harika'],5,2020-11-12 23:43:52
"['iyi', 'dene']",5,2020-11-12 23:39:25
"['fastpay', 'çarp', 'böl']",1,2020-11-12 23:34:09
"['gayet', 'iyi']",5,2020-11-12 23:18:50
['güzel'],5,2020-11-12 23:16:39
"['teşekkür', 'güzel']",5,2020-11-12 23:08:33
"['i̇yiiii', 'iyi', 'iyi']",5,2020-11-12 23:02:13
"['kötü', 'kullan']",1,2020-11-12 23:01:55
"['aycell', 'ilan', 'transfer', 'seçenek', 'rağmen', 'hata', 'uyarı', 'çık', 'müşteri', 'hizmet', 'yaz', 'soru', 'çare', 'maalesef', 'bula', 'bekle']",2,2020-11-12 22:57:20
"['berbat', 'ücret']",1,2020-11-12 22:36:34
['beğen'],5,2020-11-12 22:32:52
['efsane'],5,2020-11-12 22:26:47
['güzel'],5,2020-11-12 22:19:30
"['buka', 'i̇nternet', 'yarış', 'var', 'ücret', 'neyse', 'tek', 'bulun', 'neden', 'puan', 'i̇nternet', 'bedava', 'ara', 'turkcell', 'bide', 'turkcell', 'hiç', 'kazık', 'değil', 'neyse', 'aycell', 'ekip', 'ses', 'cevap', 'yanıtla', 'sevin', 'lütfen', 'yanıtla', 'noluuuuuuuuuuuur']",1,2020-11-12 22:19:03
['kullanisli'],5,2020-11-12 22:11:44
['süper'],5,2020-11-12 21:53:18
['güzel'],5,2020-11-12 21:42:31
"['merhaba', 'aysel', 'salla', 'hak', 'hal', 'salla', 'kadar', 'dene']",2,2020-11-12 21:42:21
"['tecrübe', 'amal']",5,2020-11-12 21:37:29
"['puan', 'birik', 'kredi', 'sat', 'yer', 'git', 'dolandiricilik', 'üst', 'kal', 'i̇ldiz']",5,2020-11-12 21:05:39
"['güzel', 'kez', 'öner']",5,2020-11-12 21:03:08
"['sanal', 'kart', 'aylık', 'sınır', 'sınırsız', 'tercih', 'ediyorumteşekkürler']",5,2020-11-12 21:02:18
['iyi'],5,2020-11-12 21:01:17
"['iyi', 'herkes', 'öner']",5,2020-11-12 20:55:15
['güzel'],5,2020-11-12 20:50:30
"['güzel', 'yarar']",5,2020-11-12 20:49:53
['iyi'],5,2020-11-12 20:38:25
"['faiz', 'var']",3,2020-11-12 20:24:09
['iyi'],5,2020-11-12 20:20:06
"['salla', 'topla', 'kadar', 'saçma', 'mal', 'aylık', 'puan', 'topla']",3,2020-11-12 20:14:00
['süper'],5,2020-11-12 20:07:45
['harika'],5,2020-11-12 19:58:49
['başarı'],5,2020-11-12 19:56:54
"['son', 'güncelle', 'sonra', 'gerçekten', 'güzel']",5,2020-11-12 19:54:41
"['şöyle', 'söyle', 'gerek', 'sala', 'kazan', 'puan', 'puan', 'duruk', 'puan', 'gunn', 'zorla', 'puan', 'topla', 'obur', 'kazandibi', 'puan', 'kule', 'sure', 'dol', 'böylelikle', 'birey', 'kazan', 'anlam', 'kal', 'sala', 'topla', 'guncelemesinde', 'puan', 'i̇nternet', 'şey', 'kazan', 'dem', 'yine', 'saadi', 'puan', 'hafta', 'puan', 'gerçekten', 'anlam', 'kalp', 'kulanilamaz', 'pilayce', 'tesekurler']",3,2020-11-12 19:41:04
"['mülteci', 'çocuk', 'paris', 'hayal', 'gibi', 'biz', 'aşk', 'aydın', 'yi̇ği̇t']",5,2020-11-12 19:34:52
"['iyi', 'herkes', 'tercih']",5,2020-11-12 19:31:56
['güzel'],5,2020-11-12 19:27:22
['baş'],5,2020-11-12 19:26:42
"['emek', 'geçen', 'herkes', 'teşekkür', 'süper', 'bura', 'amin', 'süper']",5,2020-11-12 19:19:14
"['i̇stanbul', 'kart', 'yükle', 'para']",2,2020-11-12 19:09:04
['iyi'],5,2020-11-12 19:05:04
['kazık'],1,2020-11-12 19:04:41
['süper'],5,2020-11-12 19:01:56
"['pis', 'puan']",5,2020-11-12 18:59:13
['iyi'],5,2020-11-12 18:59:10
"['i̇nternet', 'iste', 'yet', 'xddddd']",5,2020-11-12 18:54:06
"['güzel', 'saye', 'i̇nternet', 'dert', 'son']",5,2020-11-12 18:53:12
"['iyi', 'tebrik']",5,2020-11-12 18:52:48
['mükemmel'],5,2020-11-12 18:49:53
['güzel'],5,2020-11-12 18:46:11
"['arkadaş', 'aycell', 'güzel', 'sorun', 'var', 'yeterli', 'aycell', 'puan', 'süre', 'puan', 'süre', 'aycell', 'zaten', 'puan', 'birik', 'kadar', 'puan', 'süre', 'bit', 'yüz', 'puan', 'süre', 'hak', 'hak', 'bil', 'genelde', 'aycell', 'puan', 'süre', 'yok', 'aycell', 'lokum', 'yüz', 'yıldız', 'görüş', 'arkadaş', 'oku', 'teşekkür']",5,2020-11-12 18:43:43
['güzel'],5,2020-11-12 18:43:25
['iyi'],5,2020-11-12 18:42:30
['süper'],5,2020-11-12 18:41:41
"['kalite', 'program']",5,2020-11-12 18:38:35
"['süper', 'aycell']",5,2020-11-12 18:35:22
['harika'],5,2020-11-12 18:33:13
"['fatura', 'düzen', 'öde', 'rağmen', 'limit', 'düşür']",3,2020-11-12 18:15:46
['süper'],5,2020-11-12 18:15:14
"['herkes', 'tavsiye']",5,2020-11-12 18:13:47
['mükemmel'],5,2020-11-12 18:09:14
['iyi'],5,2020-11-12 17:57:07
['güzel'],5,2020-11-12 17:56:05
['güzel'],5,2020-11-12 17:55:49
"['puan', 'yok', 'kot']",5,2020-11-12 17:53:28
['harika'],5,2020-11-12 17:48:51
"['şok', 'market', 'bakiye', 'yükle', 'fiş', 'bakiye', 'aycell', 'hesap', 'gözük', 'müşteri', 'hizmet', 'ara', 'bakiye', 'yüklem', 'işlem', 'gözük', 'söyle', 'incele', 'başla', 'gün', 'uzun', 'süre', 'surebilecegi', 'söyle', 'bekle', 'böyle', 'süre', 'biz', 'mağdur', 'bekle']",1,2020-11-12 17:43:45
"['salla', 'topla', 'puan', 'çık', 'artık', 'çek', 'hatta', 'falan', 'veri', 'yara']",4,2020-11-12 17:33:44
['teşekkür'],5,2020-11-12 17:33:32
"['puan', 'var', 'pub', 'kod', 'herkes', 'kampanya', 'devam', 'gözük', 'ilk', 'ilk', 'gözük', 'mağdur']",1,2020-11-12 17:28:07
"['iyi', 'süper', 'bayıl', 'güzel']",5,2020-11-12 17:26:50
"['evet', 'insan', 'dolan', 'hak', 'yok', 'market', 'hile', 'puan', 'kastiginizda', 'google', 'olay', 'yok', 'sonra', 'biri', 'puan', 'google', 'olay', 'geri', 'çocuk', 'öyle']",1,2020-11-12 17:18:37
"['böyle', 'saçmalık', 'para', 'süre', 'sonra', 'git', 'lanet', 'var', 'harca', 'kal']",1,2020-11-12 16:58:19
['süper'],5,2020-11-12 16:42:41
"['güzel', 'puan', 'topla', 'hafta', 'diğer', 'hafta', 'gözük', 'normal', 'puan', 'var', 'hediye', 'puan', 'göster']",4,2020-11-12 16:40:47
['güzel'],5,2020-11-12 16:37:02
['harika'],5,2020-11-12 16:35:36
['gazel'],5,2020-11-12 16:18:14
['güzel'],5,2020-11-12 16:09:46
"['efsane', 'fatura', 'hatta', 'hazır', 'kart', 'limit', 'arttiramiyorum']",5,2020-11-12 16:07:19
"['tek', 'kelime', 'süper']",5,2020-11-12 15:56:16
"['iyi', 'sanal', 'kart']",5,2020-11-12 15:51:20
['süper'],5,2020-11-12 15:51:11
['harika'],5,2020-11-12 15:50:29
['harika'],5,2020-11-12 15:43:52
['iyi'],5,2020-11-12 15:42:09
"['güz', 'merhaba']",5,2020-11-12 15:39:34
"['harika', 'son', 'sürüm']",5,2020-11-12 15:37:18
"['güzel', 'kullan']",5,2020-11-12 15:22:52
"['gayet', 'başarı']",5,2020-11-12 15:17:50
['süper'],5,2020-11-12 15:08:14
['memnun'],5,2020-11-12 15:05:27
"['gerçekten', 'fayda', 'iyi', 'özellik', 'ekle']",5,2020-11-12 14:57:13
['teşekkür'],5,2020-11-12 14:48:26
['güzel'],5,2020-11-12 14:47:37
['iyi'],5,2020-11-12 14:39:46
"['harika', 'turkcell']",5,2020-11-12 14:33:38
"['teşekkür', 'aycell']",5,2020-11-12 14:32:42
['yarar'],5,2020-11-12 14:31:21
"['iyi', 'salla', 'topla', 'puan']",4,2020-11-12 14:30:56
"['diğer', 'kart', 'iyi', 'fark', 'harca', 'puan', 'puan', 'alın', 'mükemmel', 'hediye']",5,2020-11-12 14:28:18
['tamam'],5,2020-11-12 14:23:49
['güzel'],5,2020-11-12 14:23:21
"['devamlıkullaniyorum', 'hergangibir', 'sorun', 'murder', 'hizmet', 'yardım', 'şua', 'iyi', 'git', 'sadece', 'temas', 'kart', 'yeniden', 'iste', 'koro', 'neden', 'temas', 'kart', 'uygun', 'san', 'konu', 'çalış', 'iyi', 'kart', 'yilbasindan', 'sonra', 'aktif', 'hal', 'gelir', 'i̇lker']",4,2020-11-12 14:10:27
['süper'],5,2020-11-12 14:05:29
"['herşey', 'güzel', 'teşekkür']",5,2020-11-12 13:49:46
['güzel'],5,2020-11-12 13:43:20
"['sadece', 'tek', 'eksik', 'rahat', 'hatta', 'fatura', 'yansı']",5,2020-11-12 13:42:05
['süper'],5,2020-11-12 13:41:48
"['güzel', 'program']",5,2020-11-12 13:40:09
"['teşekkür', 'kolay', 'öde', 'avantaj']",5,2020-11-12 13:39:28
['mükemmel'],5,2020-11-12 13:33:33
['süper'],5,2020-11-12 13:23:29
"['limit', 'art', 'talep', 'bulun', 'limit', 'puan', 'düş', 'böyle', 'lira', 'kullan', 'kredi', 'limit', 'var', 'şimdi', 'düş', 'böyle', 'sorun']",1,2020-11-12 13:19:53
['iyi'],3,2020-11-12 13:16:16
['devamkeee'],5,2020-11-12 13:15:50
"['cidden', 'güzel', 'herşey', 'kolay', 'güven']",5,2020-11-12 13:15:47
"['güzel', 'sev', 'kesim', 'papara', 'iyi']",4,2020-11-12 13:13:02
"['berbat', 'hayat', 'yaşa', 'büyük', 'pişman', 'lira', 'git', 'lanet', 'yüz', 'öner', 'dur', 'yer', 'para', 'kes', 'geri']",1,2020-11-12 13:12:34
['süper'],5,2020-11-12 13:11:48
"['para', 'yatır', 'bile', 'işlem', 'para', 'harçarkende', 'yatır', 'banka', 'işlem', 'para', 'kanka']",5,2020-11-12 13:11:26
['süper'],5,2020-11-12 13:11:21
"['arkadaş', 'kupon', 'kupon', 'git']",3,2020-11-12 13:10:37
['kulanısli'],5,2020-11-12 13:04:07
['başarı'],5,2020-11-12 13:03:18
['sorun'],1,2020-11-12 12:58:34
"['hicbit', 'yara', 'insan', 'soy', 'yara']",1,2020-11-12 12:57:06
"['fatura', 'öde', 'karşılık', 'user', 'negatif', 'yavi', 'düzel', 'bekle', 'kendi', 'adım', 'muhakkak', 'diğer', 'kullanicilarda', 'aynı', 'görüş', 'teşekkür']",5,2020-11-12 12:53:44
"['perfect', 'mükemmel']",5,2020-11-12 12:52:59
['efsane'],5,2020-11-12 12:50:55
['mükemmel'],5,2020-11-12 12:46:49
"['para', 'banka', 'içeri', 'çek', 'hafta', 'hala', 'geri', 'yatır', 'memnun', 'değil']",1,2020-11-12 12:46:10
['food'],5,2020-11-12 12:42:26
"['süper', 'süper']",5,2020-11-12 12:41:18
['iyi'],5,2020-11-12 12:40:29
"['otur', 'yer', 'işlem', 'şey', 'yok', 'aycell', 'süper']",5,2020-11-12 12:38:18
['abidjan'],3,2020-11-12 12:34:32
['iyi'],5,2020-11-12 12:32:15
"['kesinlikle', 'yük']",5,2020-11-12 12:31:14
"['harika', ""i̇nternet'ten"", 'sıkıntı', 'yok']",5,2020-11-12 12:28:06
"['nakit', 'öde']",5,2020-11-12 12:25:48
"['turkcell', 'sebep', 'muazzam', 'siz', 'sev']",5,2020-11-12 12:23:12
"['aycell', 'gunceledim', 'giriş', 'şifre', 'iste', 'şifre']",1,2020-11-12 12:22:31
"['puan', 'birik', 'google', 'olay', 'kod', 'kaybol']",1,2020-11-12 12:14:03
"['güzel', 'falan']",4,2020-11-12 12:09:34
['iyi'],5,2020-11-12 12:07:29
